time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct,navroll_deg,navpitch_deg,ail_out,elev_out,rud_out,aoa_deg,ssa_deg
23.18,TAKEOFF,TAKEOFF,1,28.5598684,77.1162706,27.86,17.34,17.78,-59.47,-4.54,-36.46,-6.17,29.84,-19.87,-1.03,14.03,-10.91,0.32,-0.32,90,-8.01,4.65,1105,1441,1100,-1.94,2.96
23.38,TAKEOFF,TAKEOFF,1,28.5599032,77.1162333,27.74,17.29,17.74,-60.39,-5.25,-47.31,-6.15,30.14,-20.29,-1.74,11.68,-13.34,0.54,-0.54,90,-7.99,4.46,1100,1439,1100,-1.95,2.96
23.59,TAKEOFF,TAKEOFF,1,28.5599225,77.1162048,27.62,17.27,17.72,-60.90,-5.83,-54.64,-6.16,30.35,-20.50,-2.33,9.87,-14.71,0.72,-0.72,90,-7.87,4.34,1100,1438,1100,-1.93,2.99
23.79,TAKEOFF,TAKEOFF,1,28.5599384,77.1161739,27.46,17.21,17.71,-61.34,-6.47,-62.02,-6.23,30.60,-20.61,-2.94,7.90,-15.85,0.91,-0.91,90,-7.79,4.23,1100,1437,1100,-1.92,3.00
24.00,TAKEOFF,TAKEOFF,1,28.5599506,77.1161409,27.26,17.25,17.72,-61.70,-7.16,-69.44,-6.26,30.82,-20.66,-3.65,5.78,-16.74,1.13,-1.13,90,-7.81,4.16,1100,1435,1100,-1.92,3.02
24.20,TAKEOFF,TAKEOFF,1,28.5599590,77.1161062,27.01,17.27,17.75,-61.97,-7.87,-76.92,-6.27,31.10,-20.65,-4.32,3.56,-17.38,1.34,-1.34,90,-7.68,4.08,1100,1433,1100,-1.93,3.02
24.41,TAKEOFF,TAKEOFF,1,28.5599633,77.1160706,26.72,17.36,17.80,-62.14,-8.57,-84.45,-6.24,31.35,-20.58,-5.01,1.26,-17.75,1.56,-1.56,90,-7.55,4.03,1100,1432,1100,-1.94,3.02
24.61,TAKEOFF,TAKEOFF,1,28.5599635,77.1160342,26.38,17.41,17.86,-62.20,-9.26,-92.05,-6.18,31.58,-20.46,-5.69,-1.08,-17.82,1.78,-1.78,90,-7.45,3.99,1100,1430,1100,-1.96,3.02
24.82,TAKEOFF,TAKEOFF,1,28.5599595,77.1159979,25.99,17.47,17.95,-62.16,-9.91,-99.66,-6.09,31.82,-20.28,-6.33,-3.44,-17.61,1.99,-1.99,90,-7.27,3.96,1100,1429,1100,-2.00,3.00
25.02,TAKEOFF,TAKEOFF,1,28.5599512,77.1159621,25.56,17.59,18.05,-62.02,-10.50,-107.31,-5.97,32.04,-20.06,-6.89,-5.78,-17.09,2.18,-2.18,90,-7.22,3.98,1101,1427,1100,-2.03,2.97
25.22,TAKEOFF,TAKEOFF,1,28.5599386,77.1159277,25.10,17.70,18.17,-61.77,-11.00,-114.99,-5.86,32.24,-19.79,-7.37,-8.05,-16.28,2.35,-2.35,90,-7.04,4.00,1101,1426,1100,-2.06,2.96
25.43,TAKEOFF,TAKEOFF,1,28.5599221,77.1158952,24.61,17.81,18.28,-61.44,-11.38,-122.69,-5.74,32.44,-19.50,-7.76,-10.21,-15.16,2.49,-2.49,90,-6.89,4.03,1102,1424,1100,-2.09,2.94
25.63,TAKEOFF,TAKEOFF,1,28.5599021,77.1158657,24.10,17.89,18.39,-61.02,-11.64,-130.41,-5.59,32.58,-19.20,-7.99,-12.20,-13.75,2.58,-2.58,90,-6.66,4.07,1103,1423,1100,-2.09,2.94
25.84,TAKEOFF,TAKEOFF,1,28.5598787,77.1158394,23.58,18.05,18.48,-60.55,-11.75,-138.14,-5.47,32.70,-18.90,-8.10,-13.98,-12.07,2.63,-2.63,90,-6.43,4.12,1103,1422,1100,-2.08,2.94
26.04,TAKEOFF,TAKEOFF,1,28.5598524,77.1158168,23.06,18.16,18.57,-60.04,-11.75,-145.85,-5.33,32.79,-18.61,-8.07,-15.53,-10.16,2.63,-2.63,90,-6.25,4.18,1104,1421,1100,-2.08,2.94
26.25,TAKEOFF,TAKEOFF,1,28.5598236,77.1157983,22.54,18.22,18.65,-59.53,-11.62,-153.55,-5.22,32.84,-18.33,-7.94,-16.81,-8.05,2.60,-2.60,90,-6.14,4.26,1106,1420,1100,-2.09,2.93
26.45,TAKEOFF,TAKEOFF,1,28.5597928,77.1157843,22.03,18.31,18.71,-59.03,-11.38,-161.21,-5.13,32.89,-18.08,-7.67,-17.79,-5.79,2.52,-2.52,90,-5.92,4.32,1106,1419,1100,-2.10,2.92
26.66,TAKEOFF,TAKEOFF,1,28.5597604,77.1157749,21.54,18.36,18.77,-58.55,-11.03,-168.84,-5.02,32.79,-17.87,-7.32,-18.45,-3.40,2.41,-2.41,90,0.54,3.16,1106,1421,1100,-2.13,2.91
26.86,TAKEOFF,TAKEOFF,1,28.5597267,77.1157705,21.07,18.42,18.83,-58.13,-10.63,-176.43,-4.91,32.58,-17.70,-6.91,-18.80,-0.94,2.28,-2.28,90,5.57,2.35,1106,1422,1100,-2.19,2.88
27.06,TAKEOFF,TAKEOFF,1,28.5596927,77.1157712,20.63,18.48,18.88,-57.76,-10.17,176.07,-4.84,32.46,-17.57,-6.44,-18.81,1.51,2.13,-2.13,90,5.38,2.45,1106,1422,1100,-2.26,2.86
27.27,TAKEOFF,TAKEOFF,1,28.5596589,77.1157767,20.21,18.51,18.91,-57.44,-9.66,168.60,-4.77,32.41,-17.48,-5.95,-18.49,3.94,1.97,-1.97,90,5.21,2.53,1106,1422,1100,-2.32,2.82
27.47,TAKEOFF,TAKEOFF,1,28.5596260,77.1157873,19.84,18.48,18.92,-57.18,-9.11,161.17,-4.73,32.35,-17.42,-5.40,-17.84,6.30,1.79,-1.79,90,5.13,2.59,1106,1422,1100,-2.35,2.80
27.68,TAKEOFF,TAKEOFF,1,28.5595949,77.1158025,19.50,18.47,18.90,-56.98,-8.52,153.76,-4.69,32.23,-17.42,-4.81,-16.86,8.53,1.59,-1.59,90,5.00,2.65,1104,1423,1100,-2.36,2.79
27.88,TAKEOFF,TAKEOFF,1,28.5595523,77.1158331,19.07,18.42,18.83,-56.80,-7.61,142.72,-4.62,32.05,-17.51,-3.92,-14.86,11.55,1.29,-1.29,90,5.00,2.67,1102,1424,1100,-2.38,2.77
